,snp
134823,1056498422
134824,1056483562
134825,1056475358
134826,1056443575
134827,1056420553
134828,1056410566
134829,1056390719
134830,1056374087
134831,1056373397
134832,1056349385
134833,1056332970
134834,1056301561
134835,1056275769
134836,1056270269
134837,1056248279
134838,1056226109
134839,1056221304
134840,1056197272
134841,1056184367
134842,1056168421
134843,1056152761
134844,1056146983
134845,1056136699
134846,1056134565
134847,1056128487
134848,1056104216
134849,1056073471
134850,1056065100
134851,1056059823
134852,1056017310
134853,1056004160
134854,1055989551
134855,1055982092
134856,1055980386
134857,1055963241
134858,1055922942
134859,1055899110
134860,1055899107
134861,1055892576
134862,1055868167
134863,1055862367
134864,1055833319
134865,1055812967
134866,1055796126
134867,1055772986
134868,1055739956
134869,1055729463
134870,1055702501
134871,1055695627
134872,1055675007
134873,1055671318
134874,1055668964
134875,1055639445
134876,1055618325
134877,1055614930
134878,1055563915
134879,1055557886
134880,1055549560
134881,1055547462
134882,1055530953
134883,1055523823
134884,1055487207
134885,1055487092
134886,1055464378
134887,1055451351
134888,1055438961
134889,1055416143
134890,1055371211
134891,1055366081
134892,1055322519
134893,1055312831
134894,1055294572
134895,1055289263
134896,1055286700
134897,1055268863
134898,1055266652
134899,1055238609
134900,1055208808
134901,1055201293
134902,1055199022
134903,1055174872
134904,1055170605
134905,1055127638
134906,1055114864
134907,1055101153
134908,1055098630
134909,1055096503
134910,1055076732
134911,1055055010
134912,1055020698
134913,1054972801
134914,1054968283
134915,1054956183
134916,1054949536
134917,1054944256
134918,1054936401
134919,1054889697
134920,1054841059
134921,1054828203
134922,1054815998
134923,1054763294
134924,1054754992
134925,1054750825
134926,1054735984
134927,1054704263
134928,1054680674
134929,1054665974
134930,1054640077
134931,1054612632
134932,1054610631
134933,1054574530
134934,1054559031
134935,1054545688
134936,1054528752
134937,1054490785
134938,1054454453
134939,1054450891
134940,1054425778
134941,1054419699
134942,1054381731
134943,1054372255
134944,1054339843
134945,1054303987
134946,1054300514
134947,1054288250
134948,1054264890
134949,1054232918
134950,1054230564
134951,1054230343
134952,1054214701
134953,1054199774
134954,1054183235
134955,1054148353
134956,1054138989
134957,1054137114
134958,1054126178
134959,1054061729
134960,1054060826
134961,1054031568
134962,1053985700
134963,1053983879
134964,1053976678
134965,1053966317
134966,1053960177
134967,1053958148
134968,1053957787
134969,1053957382
134970,1053953118
134971,1053940316
134972,1053892261
134973,1053889270
134974,1053888202
134975,1053879170
134976,1053838020
134977,1053810850
134978,1053798468
134979,1053780627
134980,1053778140
134981,1053747469
134982,1053730362
134983,1053700459
134984,1053698143
134985,1053669218
134986,1053632366
134987,1053542098
134988,1053535361
134989,1053525802
134990,1053505846
134991,1053474521
134992,1053474366
134993,1053451193
134994,1053448923
134995,1053439367
134996,1053420667
134997,1053418484
134998,1053390330
134999,1053370888
135000,1053369499
135001,1053332990
135002,1053310126
135003,1053299423
135004,1053297751
135005,1053289014
135006,1053284928
135007,1053280812
135008,1053277054
135009,1053252988
135010,1053239161
135011,1053236962
135012,1053187263
135013,1053140536
135014,1053128144
135015,1053124941
135016,1053116259
135017,1053106020
135018,1053056893
135019,1053030046
135020,1053017945
135021,1053013252
135022,1053006512
135023,1052971740
135024,1052932528
135025,1052922102
135026,1052912221
135027,1052912020
135028,1052859009
135029,1052857915
135030,1052830684
135031,1052823866
135032,1052821694
135033,1052821278
135034,1052814573
135035,1052756625
135036,1052707889
135037,1052706380
135038,1052684205
135039,1052593795
135040,1052588367
135041,1052588100
135042,1052566006
135043,1052549696
135044,1052546594
135045,1052545409
135046,1052529182
135047,1052501697
135048,1052455147
135049,1052426763
135050,1052390692
135051,1052388597
135052,1052387432
135053,1052375223
135054,1052361529
135055,1052346156
135056,1052338566
135057,1052338212
135058,1052298745
135059,1052292724
135060,1052284513
135061,1052233925
135062,1052224059
135063,1052222560
135064,1052220452
135065,1052188088
135066,1052175044
135067,1052134508
135068,1052131039
135069,1052120680
135070,1052100176
135071,1052071098
135072,1052017294
135073,1052014305
135074,1051992728
135075,1051990679
135076,1051983899
135077,1051945393
135078,1051945026
135079,1051926419
135080,1051912640
135081,1051906280
135082,1051877978
135083,1051872993
135084,1051843657
135085,1051800533
135086,1051787082
135087,1051754271
135088,1051721061
135089,1051707964
135090,1051704513
135091,1051690454
135092,1051661442
135093,1051658794
135094,1051640289
135095,1051614798
135096,1051601445
135097,1051581867
135098,1051565678
135099,1051553004
135100,1051509190
135101,1051466269
135102,1051403086
135103,1051400057
135104,1051375213
135105,1051316654
135106,1051313987
135107,1051298625
135108,1051284098
135109,1051252456
135110,1051250665
135111,1051238095
135112,1051216962
135113,1051206307
135114,1051195229
135115,1051179592
135116,1051171785
135117,1051160117
135118,1051152782
135119,1051102875
135120,1051098693
135121,1051077372
135122,1051067318
135123,1051041097
135124,1051025968
135125,1051020233
135126,1051017791
135127,1050979483
135128,1050949159
135129,1050947691
135130,1050928032
135131,1050922147
135132,1050902840
135133,1050901001
135134,1050898127
135135,1050824042
135136,1050799120
135137,1050786419
135138,1050752342
135139,1050751537
135140,1050730979
135141,1050728323
135142,1050727674
135143,1050718865
135144,1050713201
135145,1050700046
135146,1050667687
135147,1050640796
135148,1050636219
135149,1050633438
135150,1050597373
135151,1050566351
135152,1050565297
135153,1050564454
135154,1050525629
135155,1050513039
135156,1050491483
135157,1050442892
135158,1050425838
135159,1050422525
135160,1050397032
135161,1050378300
135162,1050376526
135163,1050375560
135164,1050368067
135165,1050346463
135166,1050341061
135167,1050283823
135168,1050278819
135169,1050232771
135170,1050227265
135171,1050199740
135172,1050184194
135173,1050133148
135174,1050104855
135175,1050100302
135176,1050096786
135177,1050069407
135178,1050050478
135179,1050048478
135180,1050045425
135181,1050014636
135182,1050014380
135183,1049996644
135184,1049962189
135185,1049954272
135186,1049949579
135187,1049926686
135188,1049901436
135189,1049898157
135190,1049852157
135191,1049851900
135192,1049799664
135193,1049797142
135194,1049794270
135195,1049786829
135196,1049780550
135197,1049742956
135198,1049731460
135199,1049723991
135200,1049699689
135201,1049697534
135202,1049677287
135203,1049675269
135204,1049658994
135205,1049642402
135206,1049641808
135207,1049629215
135208,1049613491
135209,1049608785
135210,1049575850
135211,1049540721
135212,1049540002
135213,1049510476
135214,1049509218
135215,1049470245
135216,1049458289
135217,1049427279
135218,1049411478
135219,1049402169
135220,1049372749
135221,1049362073
135222,1049346081
135223,1049328392
135224,1049323467
135225,1049321473
135226,1049294634
135227,1049278783
135228,1049243508
135229,1049236369
135230,1049235864
135231,1049192433
135232,1049177204
135233,1049126468
135234,1049123694
135235,1049069415
135236,1049060563
135237,1049049481
135238,1049033274
135239,1049027333
135240,1049010249
135241,1048999961
135242,1048977925
135243,1048949459
135244,1048932879
135245,1048922018
135246,1048919734
135247,1048915552
135248,1048900208
135249,1048883782
135250,1048882825
135251,1048872512
135252,1048858122
135253,1048850621
135254,1048844948
135255,1048827245
135256,1048820070
135257,1048815545
135258,1048784161
135259,1048747061
135260,1048720530
135261,1048720248
135262,1048681881
135263,1048671598
135264,1048656724
135265,1048652206
135266,1048636887
135267,1048582246
135268,1048566531
135269,1048526897
135270,1048511887
135271,1048489810
135272,1048484556
135273,1048475902
135274,1048462000
135275,1048395051
135276,1048376240
135277,1048357519
135278,1048347441
135279,1048299278
135280,1048295233
135281,1048272622
135282,1048268660
135283,1048241243
135284,1048216180
135285,1048171902
135286,1048126340
135287,1048105317
135288,1048103299
135289,1048099151
135290,1048060184
135291,1048044194
135292,1048019915
135293,1047999327
135294,1047963403
135295,1047958814
135296,1047939600
135297,1047934910
135298,1047929557
135299,1047822008
135300,1047818129
135301,1047815786
135302,1047814791
135303,1047799372
135304,1047752870
135305,1047750726
135306,1047746533
135307,1047730747
135308,1047706064
135309,1047641646
135310,1047610349
135311,1047609771
135312,1047599931
135313,1047548850
135314,1047516034
135315,1047439550
135316,1047430501
135317,1047408130
135318,1047394557
135319,1047371114
135320,1047332065
135321,1047330323
135322,1047317801
135323,1047300312
135324,1047273671
135325,1047242896
135326,1047235329
135327,1047218424
135328,1047143844
135329,1047102369
135330,1047076293
135331,1047068451
135332,1047057512
135333,1047033972
135334,1046985093
135335,1046982654
135336,1046969644
135337,1046956010
135338,1046931039
135339,1046927166
135340,1046861462
135341,1046841424
135342,1046812171
135343,1046792529
135344,1046758945
135345,1046745536
135346,1046738890
135347,1046725804
135348,1046713318
135349,1046704435
135350,1046703259
135351,1046700581
135352,1046667382
135353,1046638855
135354,1046575805
135355,1046572095
135356,1046557766
135357,1046553969
135358,1046552897
135359,1046533108
135360,1046513067
135361,1046504589
135362,1046496982
135363,1046461907
135364,1046452640
135365,1046424814
135366,1046412207
135367,1046399403
135368,1046378303
135369,1046371501
135370,1046363750
135371,1046357878
135372,1046319374
135373,1046315531
135374,1046311633
135375,1046311367
135376,1046286630
135377,1046251822
135378,1046249454
135379,1046234001
135380,1046184306
135381,1046182419
135382,1046182295
135383,1046159262
135384,1046130763
135385,1046121271
135386,1046114039
135387,1046100200
135388,1046088235
135389,1046078095
135390,1046076422
135391,1046070159
135392,1046043905
135393,1046028438
135394,1046027841
135395,1045978880
135396,1045972449
135397,1045972351
135398,1045969278
135399,1045966766
135400,1045933547
135401,1045932178
135402,1045920182
135403,1045902659
135404,1045885305
135405,1045793292
135406,1045742807
135407,1045739970
135408,1045738491
135409,1045720423
135410,1045705041
135411,1045698088
135412,1045655742
135413,1045569100
135414,1045562823
135415,1045562173
135416,1045543686
135417,1045524836
135418,1045508796
135419,1045499913
135420,1045469714
135421,1045399531
135422,1045362924
135423,1045359394
135424,1045346895
135425,1045312775
135426,1045290752
135427,1045260872
135428,1045244476
135429,1045220903
135430,1045113851
135431,1045109830
135432,1045086689
135433,1045084082
135434,1045080487
135435,1045075533
135436,1045072518
135437,1045066149
135438,1045047196
135439,1045040152
135440,1045037890
135441,1045028100
135442,1045021988
135443,1045002233
135444,1044952012
135445,1044938531
135446,1044919381
135447,1044915236
135448,1044902907
135449,1044902800
135450,1044898944
135451,1044896024
135452,1044885481
135453,1044882476
135454,1044879577
135455,1044875759
135456,1044864690
135457,1044847239
135458,1044815243
135459,1044793251
135460,1044761956
135461,1044752550
135462,1044749499
135463,1044746530
135464,1044737646
135465,1044735553
135466,1044705353
135467,1044682325
135468,1044623516
135469,1044619698
135470,1044611527
135471,1044589715
135472,1044582255
135473,1044578427
135474,1044538068
135475,1044529253
135476,1044527263
135477,1044519687
135478,1044492027
135479,1044491002
135480,1044485346
135481,1044481676
135482,1044471542
135483,1044439854
135484,1044439269
135485,1044423938
135486,1044408438
135487,1044401979
135488,1044387477
135489,1044322608
135490,1044298383
135491,1044288950
135492,1044281628
135493,1044274441
135494,1044259146
135495,1044228751
135496,1044228079
135497,1044190200
135498,1044187944
135499,1044180868
135500,1044140690
135501,1044128050
135502,1044110100
135503,1044095273
135504,1044071588
135505,1044067899
135506,1044057250
135507,1044036991
135508,1044035127
135509,1044014330
135510,1043963771
135511,1043944197
135512,1043916352
135513,1043884322
135514,1043874737
135515,1043847362
135516,1043808156
135517,1043802477
135518,1043795098
135519,1043792716
135520,1043778728
135521,1043775105
135522,1043765773
135523,1043746334
135524,1043731080
135525,1043725643
135526,1043711241
135527,1043698570
135528,1043687825
135529,1043679578
135530,1043628155
135531,1043618345
135532,1043576394
135533,1043529037
135534,1043523751
135535,1043500615
135536,1043491482
135537,1043487631
135538,1043451322
135539,1043430478
135540,1043408637
135541,1043382062
135542,1043361329
135543,1043354113
135544,1043336991
135545,1043319776
135546,1043306458
135547,1043303903
135548,1043238408
135549,1043186923
135550,1043185615
135551,1043181028
135552,1043157913
135553,1043151962
135554,1043127849
135555,1043095975
135556,1043079450
135557,1043026668
135558,1043011524
135559,1043009790
135560,1043008766
135561,1042991838
135562,1042985404
135563,1042964077
135564,1042943137
135565,1042923883
135566,1042912536
135567,1042907058
135568,1042833829
135569,1042833102
135570,1042813522
135571,1042801531
135572,1042763444
135573,1042742337
135574,1042710328
135575,1042699919
135576,1042668530
135577,1042658009
135578,1042651143
135579,1042643429
135580,1042590975
135581,1042571247
135582,1042567655
135583,1042543211
135584,1042523766
135585,1042518520
135586,1042495517
135587,1042485029
135588,1042481223
135589,1042479835
135590,1042465458
135591,1042411094
135592,1042365095
135593,1042357025
135594,1042339942
135595,1042333159
135596,1042318153
135597,1042315026
135598,1042294759
135599,1042271365
135600,1042271303
135601,1042262531
135602,1042181466
135603,1042166250
135604,1042135252
135605,1042129083
135606,1042078295
135607,1042067333
135608,1042006031
135609,1042000559
135610,1041996525
135611,1041961723
135612,1041942678
135613,1041929356
135614,1041921853
135615,1041918420
135616,1041914699
135617,1041904394
135618,1041874206
135619,1041824621
135620,1041795066
135621,1041792813
135622,1041774863
135623,1041757018
135624,1041756538
135625,1041747317
135626,1041744439
135627,1041730287
135628,1041693227
135629,1041662401
135630,1041659503
135631,1041649994
135632,1041647532
135633,1041594438
135634,1041546323
135635,1041544364
135636,1041496939
135637,1041472792
135638,1041455937
135639,1041398543
135640,1041394386
135641,1041378247
135642,1041374193
135643,1041367452
135644,1041350403
135645,1041331222
135646,1041325755
135647,1041323062
135648,1041260835
135649,1041258758
135650,1041247289
135651,1041179921
135652,1041172142
135653,1041169489
135654,1041160384
135655,1041157408
135656,1041128250
135657,1041102631
135658,1041082796
135659,1041054992
135660,1041047341
135661,1040994643
135662,1040989204
135663,1040947783
135664,1040897300
135665,1040885044
135666,1040823134
135667,1040822768
135668,1040813512
135669,1040755956
135670,1040740695
135671,1040726951
135672,1040715415
135673,1040710181
135674,1040710001
135675,1040658341
135676,1040646792
135677,1040583790
135678,1040520954
135679,1040484418
135680,1040457110
135681,1040449379
135682,1040448288
135683,1040390972
135684,1040379092
135685,1040375468
135686,1040307032
135687,1040298581
135688,1040293335
135689,1040262469
135690,1040250617
135691,1040230776
135692,1040215415
135693,1040211495
135694,1040189688
135695,1040155870
135696,1040138763
135697,1040136468
135698,1040083407
135699,1040080550
135700,1040062364
135701,1040051673
135702,1040041639
135703,1040036339
135704,1040004306
135705,1039991346
135706,1039990054
135707,1039954086
135708,1039953223
135709,1039897498
135710,1039859950
135711,1039795154
135712,1039784437
135713,1039772536
135714,1039765836
135715,1039746999
135716,1039720951
135717,1039701233
135718,1039691967
135719,1039687532
135720,1039682683
135721,1039656322
135722,1039633259
135723,1039617280
135724,1039586041
135725,1039583789
135726,1039580135
135727,1039541597
135728,1039489700
135729,1039469233
135730,1039449771
135731,1039447359
135732,1039442216
135733,1039437947
135734,1039419084
135735,1039390935
135736,1039361218
135737,1039338206
135738,1039336235
135739,1039314814
135740,1039312771
135741,1039305843
135742,1039283541
135743,1039280280
135744,1039274915
135745,1039247281
135746,1039246716
135747,1039245510
135748,1039197714
135749,1039176205
135750,1039166532
135751,1039156087
135752,1039151435
135753,1039125940
135754,1039116299
135755,1039107713
135756,1039000743
135757,1038995142
135758,1038993579
135759,1038962912
135760,1038950265
135761,1038942273
135762,1038927691
135763,1038893259
135764,1038885543
135765,1038840380
135766,1038807525
135767,1038806424
135768,1038776429
135769,1038771821
135770,1038770124
135771,1038753721
135772,1038750896
135773,1038747959
135774,1038727778
135775,1038725989
135776,1038702610
135777,1038698139
135778,1038691675
135779,1038662822
135780,1038651906
135781,1038599821
135782,1038597457
135783,1038587008
135784,1038582665
135785,1038576950
135786,1038554325
135787,1038545374
135788,1038544869
135789,1038537050
135790,1038524372
135791,1038506544
135792,1038471924
135793,1038451449
135794,1038446979
135795,1038438845
135796,1038438423
135797,1038421917
135798,1038376782
135799,1038366457
135800,1038356594
135801,1038354107
135802,1038332642
135803,1038331263
135804,1038303350
135805,1038297936
135806,1038246539
135807,1038215470
135808,1038190367
135809,1038182052
135810,1038175950
135811,1038140029
135812,1038134815
135813,1038131088
135814,1038130685
135815,1038115649
135816,1038097174
135817,1038084136
135818,1038083905
135819,1038022661
135820,1038012494
135821,1037963274
135822,1037948576
135823,1037934981
135824,1037924216
135825,1037899754
135826,1037897424
135827,1037869492
135828,1037800715
135829,1037771186
135830,1037762141
135831,1037750982
135832,1037747643
135833,1037744609
135834,1037674860
135835,1037655176
135836,1037645316
135837,1037606548
135838,1037588108
135839,1037580969
135840,1037576665
135841,1037551230
135842,1037545911
135843,1037477717
135844,1037447792
135845,1037435498
135846,1037420760
135847,1037415341
135848,1037414881
135849,1037381797
135850,1037334644
135851,1037330880
135852,1037314876
135853,1037298223
135854,1037265927
135855,1037237330
135856,1037228229
135857,1037167194
135858,1037155048
135859,1037126669
135860,1037123017
135861,1037088468
135862,1037077994
135863,1037077078
135864,1037064378
135865,1037014024
135866,1036990489
135867,1036978528
135868,1036952174
135869,1036950615
135870,1036947576
135871,1036880940
135872,1036874392
135873,1036871256
135874,1036821004
135875,1036816267
135876,1036785561
135877,1036778890
135878,1036762479
135879,1036727109
135880,1036717840
135881,1036711030
135882,1036704489
135883,1036668294
135884,1036664651
135885,1036598766
135886,1036589250
135887,1036583672
135888,1036528891
135889,1036520367
135890,1036495040
135891,1036468655
135892,1036439497
135893,1036435865
135894,1036433339
135895,1036430003
135896,1036408524
135897,1036407731
135898,1036383711
135899,1036370876
135900,1036342248
135901,1036341473
135902,1036335488
135903,1036302052
135904,1036281555
135905,1036252467
135906,1036248847
135907,1036231686
135908,1036223132
135909,1036206675
135910,1036181217
135911,1036167416
135912,1036120367
135913,1036081692
135914,1036079539
135915,1036055197
135916,1036008558
135917,1036002592
135918,1035978097
135919,1035970681
135920,1035927092
135921,1035871869
135922,1035858933
135923,1035856892
135924,1035842339
135925,1035777683
135926,1035757665
135927,1035709807
135928,1035693945
135929,1035692943
135930,1035683641
135931,1035682864
135932,1035659540
135933,1035635551
135934,1035631718
135935,1035627948
135936,1035578923
135937,1035559836
135938,1035545140
135939,1035528784
135940,1035493300
135941,1035449218
135942,1035389795
135943,1035384013
135944,1035363976
135945,1035359431
135946,1035355534
135947,1035347797
135948,1035341816
135949,1035326462
135950,1035319538
135951,1035298717
135952,1035291653
135953,1035246461
135954,1035243583
135955,1035240525
135956,1035191018
135957,1035164963
135958,1035158475
135959,1035127968
135960,1035112024
135961,1035080162
135962,1035042384
135963,1035030962
135964,1035021636
135965,1034989787
135966,1034978918
135967,1034953170
135968,1034922971
135969,1034894797
135970,1034836751
135971,1034824343
135972,1034806380
135973,1034793462
135974,1034791487
135975,1034790595
135976,1034766541
135977,1034749656
135978,1034715461
135979,1034714349
135980,1034686917
135981,1034649956
135982,1034645505
135983,1034628613
135984,1034611488
135985,1034606382
135986,1034597293
135987,1034585213
135988,1034570914
135989,1034563578
135990,1034562778
135991,1034562450
135992,1034553040
135993,1034517374
135994,1034516627
135995,1034493773
135996,1034484563
135997,1034454713
135998,1034451996
135999,1034414791
136000,1034411009
136001,1034383404
136002,1034382847
136003,1034355457
136004,1034348688
136005,1034347399
136006,1034345584
136007,1034336061
136008,1034324988
136009,1034299042
136010,1034233016
136011,1034222355
136012,1034220233
136013,1034212952
136014,1034206231
136015,1034174997
136016,1034168520
136017,1034146969
136018,1034142102
136019,1034128769
136020,1034103808
136021,1034095608
136022,1034064649
136023,1034063521
136024,1033986014
136025,1033985001
136026,1033976550
136027,1033970094
136028,1033969646
136029,1033927890
136030,1033915393
136031,1033908162
136032,1033906491
136033,1033897673
136034,1033885674
136035,1033880077
136036,1033879353
136037,1033855502
136038,1033840909
136039,1033799998
136040,1033763439
136041,1033762080
136042,1033754497
136043,1033752670
136044,1033731393
136045,1033700468
136046,1033688399
136047,1033666703
136048,1033628315
136049,1033558424
136050,1033526839
136051,1033526234
136052,1033517258
136053,1033514031
136054,1033502666
136055,1033488395
136056,1033476085
136057,1033460665
136058,1033394582
136059,1033341153
136060,1033333780
136061,1033326978
136062,1033319310
136063,1033316890
136064,1033279119
136065,1033240588
136066,1033218063
136067,1033211430
136068,1033204189
136069,1033188835
136070,1033139656
136071,1033124568
136072,1033110855
136073,1033109612
136074,1033097192
136075,1033077262
136076,1033051290
136077,1033032107
136078,1033001947
136079,1032951504
136080,1032936754
136081,1032934292
136082,1032921238
136083,1032897560
136084,1032840102
136085,1032837111
136086,1032803741
136087,1032772397
136088,1032769331
136089,1032758981
136090,1032694623
136091,1032683258
136092,1032666232
136093,1032651282
136094,1032633691
136095,1032632013
136096,1032628600
136097,1032626157
136098,1032573853
136099,1032565761
136100,1032557524
136101,1032501812
136102,1032476744
136103,1032470202
136104,1032434354
136105,1032404280
136106,1032393993
136107,1032389488
136108,1032380694
136109,1032371057
136110,1032346329
136111,1032337830
136112,1032331914
136113,1032310163
136114,1032305645
136115,1032291923
136116,1032290303
136117,1032269348
136118,1032252745
136119,1032206605
136120,1032202488
136121,1032189882
136122,1032175337
136123,1032125650
136124,1032083271
136125,1032034123
136126,1032011700
136127,1032005444
136128,1031979251
136129,1031947608
136130,1031931462
136131,1031919784
136132,1031901479
136133,1031893337
136134,1031880438
136135,1031839947
136136,1031811953
136137,1031800984
136138,1031782821
136139,1031775465
136140,1031763565
136141,1031750461
136142,1031743752
136143,1031692706
136144,1031690545
136145,1031688958
136146,1031683809
136147,1031683396
136148,1031681009
136149,1031645832
136150,1031638443
136151,1031615201
136152,1031600861
136153,1031571868
136154,1031568136
136155,1031548305
136156,1031524645
136157,1031510968
136158,1031496703
136159,1031475216
136160,1031454551
136161,1031435816
136162,1031434191
136163,1031402356
136164,1031401747
136165,1031388348
136166,1031383146
136167,1031327352
136168,1031318761
136169,1031213620
136170,1031210409
136171,1031209695
136172,1031204966
136173,1031154616
136174,1031152109
136175,1031102616
136176,1031090664
136177,1031047689
136178,1031012327
136179,1031007936
136180,1030997849
136181,1030992098
136182,1030967154
136183,1030966837
136184,1030949794
136185,1030944245
136186,1030911799
136187,1030848368
136188,1030844608
136189,1030818584
136190,1030815352
136191,1030804889
136192,1030748219
136193,1030716305
136194,1030715896
136195,1030706835
136196,1030649997
136197,1030636345
136198,1030614683
136199,1030599853
136200,1030594439
136201,1030578829
136202,1030559321
136203,1030542356
136204,1030487715
136205,1030459768
136206,1030439381
136207,1030428726
136208,1030401326
136209,1030382505
136210,1030377145
136211,1030364775
136212,1030359546
136213,1030351350
136214,1030335720
136215,1030323060
136216,1030310946
136217,1030257284
136218,1030216551
136219,1030208747
136220,1030194492
136221,1030194050
136222,1030178207
136223,1030146361
136224,1030142529
136225,1030138266
136226,1030133883
136227,1030128809
136228,1030071183
136229,1030058659
136230,1030044059
136231,1030021777
136232,1030004191
136233,1030003231
136234,1029977895
136235,1029977385
136236,1029959665
136237,1029959000
136238,1029957625
136239,1029952914
136240,1029946462
136241,1029937071
136242,1029908582
136243,1029854009
136244,1029810685
136245,1029803002
136246,1029741411
136247,1029740265
136248,1029723149
136249,1029665802
136250,1029646594
136251,1029635038
136252,1029632142
136253,1029598407
136254,1029588682
136255,1029560627
136256,1029560022
136257,1029554908
136258,1029535873
136259,1029535131
136260,1029475125
136261,1029441640
136262,1029390479
136263,1029377131
136264,1029375481
136265,1029366037
136266,1029326352
136267,1029319054
136268,1029311841
136269,1029290853
136270,1029290433
136271,1029278957
136272,1029275254
136273,1029177889
136274,1029167149
136275,1029164007
136276,1029163978
136277,1029151886
136278,1029129008
136279,1029089842
136280,1029064114
136281,1029004469
136282,1028970351
136283,1028969368
136284,1028937382
136285,1028926219
136286,1028887770
136287,1028885875
136288,1028873978
136289,1028873939
136290,1028853396
136291,1028851585
136292,1028804981
136293,1028772007
136294,1028743958
136295,1028742882
136296,1028725216
136297,1028703940
136298,1028677292
136299,1028661959
136300,1028653037
136301,1028616151
136302,1028594668
136303,1028587340
136304,1028583791
136305,1028549077
136306,1028548142
136307,1028542382
136308,1028526957
136309,1028519979
136310,1028516407
136311,1028481144
136312,1028478508
136313,1028473529
136314,1028445351
136315,1028439449
136316,1028420391
136317,1028419892
136318,1028334571
136319,1028326489
136320,1028313376
136321,1028309631
136322,1028304707
136323,1028288899
136324,1028269400
136325,1028267359
136326,1028261142
136327,1028245197
136328,1028228646
136329,1028225928
136330,1028214970
136331,1028183914
136332,1028183053
136333,1028157660
136334,1028095555
136335,1028093344
136336,1028079951
136337,1028065930
136338,1028046239
136339,1028033482
136340,1028005495
136341,1027977331
136342,1027945738
136343,1027938337
136344,1027925166
136345,1027921188
136346,1027908950
136347,1027873543
136348,1027867869
136349,1027854065
136350,1027842803
136351,1027826018
136352,1027811200
136353,1027775359
136354,1027730607
136355,1027727318
136356,1027724769
136357,1027684739
136358,1027673885
136359,1027670475
136360,1027660017
136361,1027649712
136362,1027621961
136363,1027573531
136364,1027570397
136365,1027564499
136366,1027540483
136367,1027537899
136368,1027529401
136369,1027512552
136370,1027512257
136371,1027488986
136372,1027485884
136373,1027481573
136374,1027462377
136375,1027410706
136376,1027410082
136377,1027406928
136378,1027385903
136379,1027314852
136380,1027310403
136381,1027253055
136382,1027246238
136383,1027209445
136384,1027178015
136385,1027176037
136386,1027148812
136387,1027125186
136388,1027123013
136389,1027075872
136390,1027038439
136391,1027021946
136392,1027019919
136393,1027004436
136394,1026951889
136395,1026940213
136396,1026900943
136397,1026899955
136398,1026839727
136399,1026826472
136400,1026822051
136401,1026807716
136402,1026802051
136403,1026780448
136404,1026778039
136405,1026776285
136406,1026737419
136407,1026736603
136408,1026728017
136409,1026724040
136410,1026717740
136411,1026630295
136412,1026628507
136413,1026612341
136414,1026585672
136415,1026583684
136416,1026581512
136417,1026576435
136418,1026571275
136419,1026554943
136420,1026550606
136421,1026533364
136422,1026523418
136423,1026451800
136424,1026425360
136425,1026409309
136426,1026405872
136427,1026403195
136428,1026373397
136429,1026367480
136430,1026354167
136431,1026305066
136432,1026300207
136433,1026213762
136434,1026202304
136435,1026194247
136436,1026184919
136437,1026142502
136438,1026133342
136439,1026103668
136440,1026051021
136441,1026041608
136442,1026002445
136443,1025967373
136444,1025951272
136445,1025947175
136446,1025934311
136447,1025926222
136448,1025834443
136449,1025826667
136450,1025825075
136451,1025822222
136452,1025817501
136453,1025806002
136454,1025803408
136455,1025771864
136456,1025759984
136457,1025732859
136458,1025724866
136459,1025718277
136460,1025715481
136461,1025658358
136462,1025657975
136463,1025644308
136464,1025609030
136465,1025608540
136466,1025577490
136467,1025555732
136468,1025542348
136469,1025534831
136470,1025531763
136471,1025506572
136472,1025497037
136473,1025465228
136474,1025417758
136475,1025406734
136476,1025400623
136477,1025355386
136478,1025324362
136479,1025313539
136480,1025310238
136481,1025308145
136482,1025300115
136483,1025296230
136484,1025273287
136485,1025261948
136486,1025248054
136487,1025227209
136488,1025206128
136489,1025180995
136490,1025155247
136491,1025154098
136492,1025151069
136493,1025145263
136494,1025129559
136495,1025127522
136496,1025127394
136497,1025098433
136498,1025097823
136499,1025094050
136500,1025036387
136501,1025005772
136502,1024991310
136503,1024959459
136504,1024936666
136505,1024884768
136506,1024880480
136507,1024880331
136508,1024866937
136509,1024853249
136510,1024843484
136511,1024834691
136512,1024785354
136513,1024766244
136514,1024732996
136515,1024728499
136516,1024727714
136517,1024726278
136518,1024694223
136519,1024690984
136520,1024667519
136521,1024666497
136522,1024649442
136523,1024626238
136524,1024612240
136525,1024583701
136526,1024577862
136527,1024571124
136528,1024559940
136529,1024530701
136530,1024524450
136531,1024514517
136532,1024495153
136533,1024475611
136534,1024465595
136535,1024432739
136536,1024403075
136537,1024394400
136538,1024386383
136539,1024313382
136540,1024298403
136541,1024282563
136542,1024278837
136543,1024266168
136544,1024263954
136545,1024256185
136546,1024217168
136547,1024213547
136548,1024204340
136549,1024174575
136550,1024171713
136551,1024161261
136552,1024147808
136553,1024145837
136554,1024139073
136555,1024137560
136556,1024086637
136557,1024065727
136558,1024057823
136559,1024046223
136560,1024025649
136561,1024005555
136562,1024002428
136563,1023985420
136564,1023977519
136565,1023884105
136566,1023870096
136567,1023863117
136568,1023840287
136569,1023761728
136570,1023745073
136571,1023743098
